Facility,TRIF ID,Latitude,Longitude,total_releases_on-off-site_lbs
"HEARTLAND ASPHALT MATERIALS.297 HWY 61 S, NEW MADRID MISSOURI 63869 (NEW MADRID)",63869KCHMTHWY61,36.579,-89.557,73.3
"NESL - COMO PARK HOT MIX ASPHALT.500 COMO PARK BLVD, CHEEKTOWAGA NEW YORK 14227 (ERIE)",1422WBFFLC5CMPA,42.893,-78.74,70
"TAMKO BUILDING PRODUCTS INC.4500 TAMKO DR, FREDERICK MARYLAND 21703 (FREDERICK)",21703TMKRF4500T,39.356,-77.425,67.7
"ALBINA ASPHALT.1112 W SEVENTH ST, VANCOUVER WASHINGTON 98660 (CLARK)",98660LBNSP1112W,45.627,-122.683,62.34
"WEBLAIN & SONS INC BAILEY ASPHALT PLANT.2050 BAILEY ROAD, GEORGETOWN MISSISSIPPI 39078 (COPIAH)",3907WWBLNS25BAI,31.897,-90.265,61.53
"VULCAN MATERIALS CO WEST BROADWAY.7845 W BROADWAY RD, PHOENIX ARIZONA 85043 (PINAL)",8504WMSMTR7845W,33.407,-112.142,58.24
"VULCAN MATERIALS CO BLACK ANGUS.6500 S OLD SPANISH TRAIL, TUCSON ARIZONA 85747 (PIMA)",85747VLCNM65SLD,32.132,-110.734,53.24
"FONTANA PAPER MILLS INC.13733 VALLEY BLVD, FONTANA CALIFORNIA 92335 (SAN BERNARDINO)",92335FNTNP13733,34.07,-117.506,52.5
"ASSOCIATED ASPHALT TAMPA LLC.5201 CAUSEWAY BLVD, TAMPA FLORIDA 33619 (HILLSBOROUGH)",33619MRNSP5201C,27.923,-82.397,51.41
"SOPREMA INC.12251 SEAWAY ROAD, GULFPORT MISSISSIPPI 39503 (HARRISON)",3950WSPRML12251,30.435,-89.042,46.81
"GS II INC.2901 N KAUFMAN ST, ENNIS TEXAS 75119 (ELLIS)",75119GNSTRNORTH,32.356,-96.633,46.1808
"J&S CHEMICAL CORP.170 N INDUSTRIAL WAY, CANTON GEORGIA 30115 (CHEROKEE)",30115JSCHM17NIN,34.194,-84.499,45
"ZIEGLER CHEMICAL & MINERAL CORP.600 PROSPECT AVE, PISCATAWAY NEW JERSEY 08854 (MIDDLESEX)",08854ZGLRC600PR,40.577,-74.462,44.9018122
"VALVOLINE.2627 TIDAL RD, DEER PARK TEXAS 77536 (HARRIS)",77536VLVLN2627T,29.733,-95.097,42.49
"APAC TEXAS INC LESTON ASPHLAT PLANT.4525 LESTON AVE, DALLAS TEXAS 75247 (DALLAS)",75247PCTXS4525L,32.812,-96.893,42.11
"OWENS CORNING ROOFING & ASPHALT LLC.1501 N TAMARIND AVE, COMPTON CALIFORNIA 90222 (LOS ANGELES)",90224WNSCR1501N,33.907,-118.223,38.8
"EMULSION PRODUCTS CO - NORTH POLE FACILITY.2500 HOLLAND AVIATION STREET, NORTH POLE ALASKA 99705 (FAIRBANKS NORTH STAR BORO)",9970WMLSNP25HLL,64.763,-147.393,38.7
"VULCAN MATERIALS CO VAL VISTA.3410 E VIRGINIA ST, MESA ARIZONA 85213 (MARICOPA)",85213VLCNM341EV,33.477,-111.756,38.16
"HOLLYFRONTIER ASPHALT COMAPNY LLC  - ARTESIA.2411 N FREEMAN, ARTESIA NEW MEXICO 88210 (EDDY)",88210KCHSP2411N,32.866,-104.395,36.893
"MARTIN ASPHALT-SOUTH HOUSTON.300 CHRISTI PL, SOUTH HOUSTON TEXAS 77587 (HARRIS)",77587GLFST300CH,29.662,-95.232,36.84
"WARRIOR ASPHALT INC.3100 WARRIOR RD, TUSCALOOSA ALABAMA 35404 (TUSCALOOSA)",35404WRRRS3100W,33.248,-87.488,36.7
"JF SHEA CONSTRUCTION INC AGGREGATE PRODUCTS.17400 CLEAR CREEK RD, REDDING CALIFORNIA 96001 (SHASTA)",96001JFSHC174CL,40.491,-122.505,36.1
"MIDLAND ASPHALT MATERIALS INC.640 YOUNG STREET, TONAWANDA NEW YORK 14150 (ERIE)",1415WMDLND64YUN,43.006,-78.86,34.301
"TAMKO BUILDING PRODUCTS INC.914 HALL PARK RD, GREEN COVE SPRINGS FLORIDA 32043 (CLAY)",32043TMKRF914HA,29.977,-81.669,33.2
"KARNAK SOUTH.1010 S ST 20TH ST, FORT LAUDERDALE FLORIDA 33316 (BROWARD)",33316KRNKS1010S,26.103,-80.128,33
"JET-LUBE INC.4849 HOMESTEAD RD, HOUSTON TEXAS 77028 (HARRIS)",77028JTLBN4849H,29.805,-95.302,32.5
"HERBERT MALARKEY ROOFING CO.3131 N COLUMBIA BLVD, PORTLAND OREGON 97217 (MULTNOMAH)",9721WHRBRT3131N,45.59,-122.701,30
"ELK CORP OF TEXAS- MYER STOWN FACILITY.401 WEAVERTOWN RD, MYERSTOWN PENNSYLVANIA 17067 (LEBANON)",17067LKCRP401WE,40.367,-76.291,29.33
"TAMKO BUILDING PRODUCTS INC.1598 HWY 183, PHILLIPSBURG KANSAS 67661 (PHILLIPS)",67661TMKRF1598H,39.903,-99.328,28.43
"FLINT HILLS RESOURCES PINE BEND LLC MARSHALL.901 N 7TH ST, MARSHALL MINNESOTA 56258 (LYON)",56258KCHMT901N7,44.461,-95.789,27.0372701
"WARRIOR ROOFING MANUFACTURING INC.3050 WARRIOR RD, TUSCALOOSA ALABAMA 35404 (TUSCALOOSA)",35404WRRRR35WAR,33.248,-87.488,26.9
"CHEVRON LOUISVILLE TERMINAL/LUBRICANTS BLEND PLANT.4401 BELLS LN, LOUISVILLE KENTUCKY 40211 (JEFFERSON)",40211LSVLL4401B,38.228,-85.837,25
"CERTAINTEED CORP.1077 PLEASANT ST, NORWOOD MASSACHUSETTS 02062 (NORFOLK)",02062BRDNC1077P,42.168,-71.208,24.4717
"POE ASPHALT PAVING INC.2732 N BECK RD, POST FALLS IDAHO 83854 (KOOTENAI)",83854PSPHL2732N,47.731,-117.02,24.023
"BKEP MATERIALS LLC - SAGINAW.600 MINTON RD, SAGINAW TEXAS 76131 (TARRANT)",76131KCHMT600MI,32.87,-97.369,23.6
"TAMKO BUILDING PRODUCTS INC.7910 S CENTRAL EXPWY, DALLAS TEXAS 75216 (DALLAS)",75216TMKRF7910C,32.714,-96.754,22.7
"FLINT HILLS RESOURCES PINE BEND LLC STEVENS POINT.741 MASON ST, STEVENS POINT WISCONSIN 54481 (PORTAGE)",54481KCHMT741MA,44.511,-89.579,20.19832
"CADILLAC OIL CO.13650 HELEN, DETROIT MICHIGAN 48212 (WAYNE)",48212CDLLC13650,42.417,-83.031,20
"LEAD BELT MATERIALS CO INC.600 MILL ST, PARK HILLS MISSOURI 63601 (ST FRANCOIS)",63601LDBLT6MILL,37.843,-90.541,18.52
"HERMON.1067 ODLIN RD, BANGOR MAINE 04401 (PENOBSCOT)",0440WHRMNX167DL,44.78,-68.842,17
"CHEVRON.1882 MILFORD ST, CHARLESTON SOUTH CAROLINA 29405 (CHARLESTON)",29405CHVRN1882M,32.827,-79.946,16.5
"FLINT HILLS RESOURCES PINE BEND LLC ST PAUL.2209 CHILDS RD, SAINT PAUL MINNESOTA 55106 (RAMSEY)",55106KCHMT2209C,44.93,-93.046,16.42002
"IDAHO ASPHALT SUPPLY INC NAMPA PLANT.800 N SUGAR AVE, NAMPA IDAHO 83687 (CANYON)",83687DHSPH8NSUG,43.591,-116.543,16.15017
"ERGON ASPHALT & EMULSIONS INC - MEMPHIS.1989 CHANNEL AVE, MEMPHIS TENNESSEE 38113 (SHELBY)",38113RGNTR1989C,35.092,-90.111,16
"MARATHON PETROLEUM CO - INDIANAPOLIS ASPHALT TERMINAL.255 N BELMONT AVE, INDIANAPOLIS INDIANA 46222 (MARION)",46222MRTHN255NB,39.77,-86.197,15.7
"ATLAS ROOFING CORP.1100 GEORGIA PACIFIC DR, DAINGERFIELD TEXAS 75638 (MORRIS)",75638TLSRF1100G,33.041,-94.71,15.1124
"SAFETY-KLEEN SYSTEMS INC.22211 BANGO RD, FALLON NEVADA 89406 (CHURCHILL)",8940WBNGRF22221,39.499,-119.04,14.701
"TREMCO INC CLEVELAND PLANT.3361 E 80TH ST, CLEVELAND OHIO 44127 (CUYAHOGA)",44127TRMCN3361E,41.468,-81.632,14.69
"IKO PACIFIC INC.850 W FRONT ST, SUMAS WASHINGTON 98295 (WHATCOM)",98295KPCFC850WF,48.993,-122.267,14.6
"PEAK ASPHALT LLC - COWBOY ASPHALT TERMINAL.1710 W 2600 S, WOODS CROSS UTAH 84087 (DAVIS)",84087CRWNS1710W,40.862,-111.927,14.5301
"HYDROTEX-TULSA MANUFACTURING.4912 S 48TH W AVE, TULSA OKLAHOMA 74107 (TULSA)",74107HYDRT4912S,36.091,-96.046,14.5
"IDAHO ASPHALT SUPPLY INC HAUSER PLANT.16425 PRAIRIE AVE, POST FALLS IDAHO 83854 (KOOTENAI)",83854DHSPH16425,47.746,-117.007,13.61017
"OWENS CORNING ROOFING & ASPHALT LLC.5201 FOX ST, DENVER COLORADO 80216 (ADAMS)",80216WNSCR5201F,39.793,-104.995,13.5
"AGGREGATE INDUSTRIES NORTHEAST REGION INC.400 GREEN ST, WRENTHAM MASSACHUSETTS 02093 (NORFOLK)",02093GGRGT400GR,42.028,-71.352,13.3008
"MARATHON PETROLEUM CO - KUTTAWA KY TERMINAL.2643 STATE RT 810S, KUTTAWA KENTUCKY 42055 (LYON)",42055KTTWKHWY81,37.021,-88.141,13
"CERTAINTEED CORP.6350 NW FRONT AVE, PORTLAND OREGON 97210 (MULTNOMAH)",97210CSRFN6350N,45.568,-122.742,12.8825293
"OWENS CORNING ROOFING & ASPHALT LLC.1249 NEWARK TURNPIKE, KEARNY NEW JERSEY 07032 (HUDSON)",07032WNSCRNEWAR,40.745,-74.088,11.412174
"FLINT HILLS RESOURCES PINE BEND LLC SAVAGE.12101 YOSEMITE AVE S, SAVAGE MINNESOTA 55378 (SCOTT)",55378KCHMT12101,44.78,-93.353,10.98204
"FLINT HILLS RESOURCES PINE BEND LLC - OMAHA 2.7075 N 14TH AVE, OMAHA NEBRASKA 68112 (DOUGLAS)",68112KCHMT7075N,41.322,-95.935,10.52005
"BKEP MATERIALS LLC-DENVER C.4310 E 60TH AVE, COMMERCE CITY COLORADO 80022 (ADAMS)",80022KCHPR4310E,39.804,-104.938,10.2
"NORTHLAND PRODUCTS CO.1000 RAINBOW DR, WATERLOO IOWA 50701 (BLACK HAWK)",50704NRTHL1000R,42.511,-92.383,10
"IKO MIDWEST INC.235 W S TEC DR, KANKAKEE ILLINOIS 60901 (KANKAKEE)",60901KMDWS235WS,41.088,-87.875,9.827
"BKEP MATERIALS LLC  - LUBBOCK.1611 MARSHALL ST, LUBBOCK TEXAS 79403 (LUBBOCK)",79403SMMTR1611M,33.614,-101.854,9.7
"POLKVILLE CRUSHED STONE/SUIT-KOTE TERMINAL.RT 11 R D.# 1, MC GRAW NEW YORK 13101 (CORTLAND)",13101PLKVLRT11R,42.592,-76.15,9.5506328
"WESTERN EMULSIONS TUCSON EMULSIONS PLANT.3450 E 36TH ST, TUCSON ARIZONA 85713 (PIMA)",85713WSTRN345E3,32.191,-110.918,9.48004
"IKO SOUTHEAST INC.1708 SYLACAUGA FAYETTEVILLE HWY, SYLACAUGA ALABAMA 35151 (TALLADEGA)",3515WKSTHS178SY,33.164,-86.304,8.52
"ALLMINE PAVING LLC.200 DEVELOPMENT DRIVE, INWOOD WEST VIRGINIA 25428 (BERKELEY)",2542WLLMNP2DEVE,39.404,-78.006,8.4
"PIKE INDUSTRIES INC - WATERFORD VT (P702 & C603).2884 DUCK POND ROAD, WATERFORD VERMONT 05819 (CALEDONIA)",0581WPKNDS2884D,44.375,-71.952,8.2
"IDEMITSU LUBRICANTS AMERICA.701 PORT RD, JEFFERSONVILLE INDIANA 47130 (CLARK)",47130PLLMR71PRT,38.315,-85.673,7.717
"OWENS CORNING ROOFING & ASPHALT LLC.61 PINE RD, BRENTWOOD NEW HAMPSHIRE 03833 (ROCKINGHAM)",0383WNRTHR61PIN,43.002,-71.014,7.7
"FLINT HILLS RESOURCES PINE BEND LLC WEST FARGO.600 CENTER ST, WEST FARGO NORTH DAKOTA 58078 (CASS)",58078KCHMT600CE,46.883,-96.9,7.57643
"FRED WEBER INC.2305 CREVE COEUR MILL ROAD, MARYLAND HEIGHTS MISSOURI 63043 (ST LOUIS)",6304WFRDWB235CR,38.737,-90.462,7.25
"HERBERT MALARKEY ROOFING CO.9301 GARFIELD AVE, SOUTH GATE CALIFORNIA 90280 (LOS ANGELES)",9028WHRBRT931GA,33.945,-118.166,7
"NESL - OLEAN HOT MIX ASPHALT.2407 CONSTITUTION AVE, OLEAN NEW YORK 14760 (CATTARAUGUS)",1476WBFFLC2998C,42.083,-78.458,7
"THORWORKS INDUSTRIES INC.2520 S CAMPBELL ST, SANDUSKY OHIO 44870 (ERIE)",44870THRWR252SC,41.429,-82.705,6.39
"VANCE BROTHERS INC.4915 CHELSEA ST, KANSAS CITY MISSOURI 64130 (JACKSON)",64130KCHMT4915C,39.036,-94.527,6.3
"VULCAN MATERIALS CARROLL CANYON.10051 BLACK MOUNTAIN RD, SAN DIEGO CALIFORNIA 92126 (SAN DIEGO)",92126VLCNM151BL,32.901,-117.124,6.26
"NEYRA INDUSTRIES INC.10700 EVENDALE DR, CINCINNATI OHIO 45241 (HAMILTON)",45241NYRND10700,39.262,-84.436,5.79
"JOHNS MANVILLE.812 N BRYANT AVE, OKLAHOMA CITY OKLAHOMA 73117 (OKLAHOMA)",7311WJHNSM812NB,35.475,-97.459,5.44
"FLINT HILLS RESOURCES PINE BEND LLC DUBUQUE.1550 KOCH CT, DUBUQUE IOWA 52001 (DUBUQUE)",52004KCHMT12THS,42.509,-90.653,5.37068
"IDAHO ASPHALT SUPPLY INC BLACKFOOT PLANT.75 N 550 W TREGO RD, BLACKFOOT IDAHO 83221 (BINGHAM)",83221DHSPH75N55,43.207,-112.405,5.3603
"WESTERN STATES INC - SPOKANE HILLYARD.4327 N THOR ST, SPOKANE WASHINGTON 99217 (SPOKANE)",99207KCHMTN4327,47.698,-117.361,5.28
"PENNZOIL-QUAKER STATE (DBA SOPUS PRODUCTS).155 QUAKER STATE RD, NEWELL WEST VIRGINIA 26050 (HANCOCK)",26050QKRSTRT2XX,40.617,-80.624,5.002
"MALARKEY ROOFING.3400 S. COUNCIL ROAD, OKLAHOMA CITY OKLAHOMA 73179 (OKLAHOMA)",7317WMLRKY34SCU,35.431,-97.654,5
"POE ASPHALT PAVING INC.3305 HATWAI RD, LEWISTON IDAHO 83501 (NEZ PERCE)",83501PSPHL313HA,46.437,-116.979,4.566
"SEACO ASPHALT EMULSIONS (AN ASSOCIATED ASPHALT COMPANY).2700 WILLIAM TULLER DR, COLUMBIA SOUTH CAROLINA 29205 (RICHLAND)",29205SCNCX2700W,33.977,-81.007,4.42
"PIKE INDUSTRIES INC - WELLS.81 BOYD ROAD, WELLS MAINE 04090 (YORK)",0409WPKNDS81BYD,43.304,-70.703,4.3
"PIKE INDUSTRIES INC - WILLISTON VT (P800).346 AVENUE A, WILLISTON VERMONT 05495 (CHITTENDEN)",0549WPKNDS346AV,44.463,-73.133,4
"SOPUS PRODUCTS.780 CLINTON DR, GALENA PARK TEXAS 77547 (HARRIS)",77547LBRPC780CL,29.733,-95.223,3.911
"JEBRO INC.2303 BRIDGEPORT DR, SIOUX CITY IOWA 51111 (WOODBURY)",51111JBRNC233BR,42.431,-96.382,3.78
"BITUMAR USA INC.6000 PENNINGTON AVE, CURTIS BAY MARYLAND 21226 (ANNE ARUNDEL)",21226BTMRS6000P,39.212,-76.587,3.551
"BKEP MATERIALS LLC -- GLOUCESTER CITY.KING ST. & JERSEY AVENUE, GLOUCESTER CITY NEW JERSEY 08030 (CAMDEN)",08030KCHPTKINGW,39.895,-75.128,3.5
"AGGREGATE INDUSTRIES NORTHEAST REGION INC.1101 TURNPIKE ST, STOUGHTON MASSACHUSETTS 02072 (NORFOLK)",02072GGRGT1101T,42.138,-71.077,3.45
"MARATHON PETROLEUM CO - NASHVILLE TN ASP TERMINAL.930 YOUNGS LN, NASHVILLE TENNESSEE 37207 (DAVIDSON)",37207MRTHN930YO,36.205,-86.809,3.4
"OWENS CORNING ROOFING & ASPHALT LLC.128 W 8TH ST, BROOKVILLE INDIANA 47012 (FRANKLIN)",47012WRSCR128W8,39.423,-85.015,3.2
"OWENS CORNING.3750 NW YEON AVE, PORTLAND OREGON 97210 (MULTNOMAH)",97210WNSCR3750N,45.548,-122.72,3.14
"SOUTHERN OREGON READY MIX.6960 BLACKWELL ROAD, CENTRAL POINT OREGON 97502 (JACKSON)",9750WSTHRN696BL,42.415,-122.946,3.1
"OXBOW MIDWEST CALCINING LLC.12308 S NEW AVE, LEMONT ILLINOIS 60439 (WILL)",60439NCLCH317WE,41.662,-88.038,3.02
"QUALITY EMULSIONS.308 S LABARON, MESA ARIZONA 85210 (MARICOPA)",85210QLTYM38SLA,33.409,-111.838,3
"JAMESVILLE MIX PLANT.4800 SOLVAY RD, JAMESVILLE NEW YORK 13078 (ONONDAGA)",13078JMSVL48SLV,42.995,-76.069,2.955703
"WEI IRWINDALE PLANT.LIVE OAK AVENUE, IRWINDALE CALIFORNIA 91706 (LOS ANGELES)",9170WWRWNDLIVEA,34.112,-117.998,2.80007
"GS II (DBA CERTAINTEED).1431 W E ST, WILMINGTON CALIFORNIA 90744 (LOS ANGELES)",90744GSRFN1431W,33.775,-118.282,2.7805
"IKO WILMINGTON PRODUCTION INC.120 HAY RD, WILMINGTON DELAWARE 19809 (NEW CASTLE)",19809KPRDC120HA,39.747,-75.506,2.68
"AGGREGATE INDUSTRIES NORTHEAST REGION INC.16 OAK ST, CHELMSFORD MASSACHUSETTS 01824 (MIDDLESEX)",01824GGRGT16OAK,42.585,-71.387,2.60736
"PIKE INDUSTRIES INC-WASHINGTON.73 JEFFERSON RD, WASHINGTON MAINE 04574 (KNOX)",0457WMRRNRRT221,44.226,-69.395,2.4
"CITY OF TRENTON STREET DEPARTMENT.1900 E 16TH ST, TRENTON MISSOURI 64683 (GRUNDY)",64683CTYFT19E16,40.078,-93.595,2.1
"PEAK ASPHALT LLC RAWLINS PLANT.1523 E RAILROAD ST, RAWLINS WYOMING 82301 (CARBON)",82301CRWNS1523E,41.788,-107.213,2.0501
"APAC-CENTRAL INC TULSA GENCOR ASPHALT 4053.14115 E 36TH ST NORT, TULSA OKLAHOMA 74116 (TULSA)",7411WPCCNT14115,36.112,-95.819,1.9889
"SHELLY MATERIALS PLANT 90.395 FRANK ROAD, COLUMBUS OHIO 43207 (FRANKLIN)",4320WSHLLY395FR,39.917,-83.008,1.9102245
"PIKE INDUSTRIES INC - NEW HAVEN (C600 & P736).326 CAMPGROUND ROAD, NEW HAVEN VERMONT 05472 (ADDISON)",0547WPKNDS326CA,44.086,-73.182,1.8
"HENRY CO.3802 MILLER PARK DR, GARLAND TEXAS 75042 (DALLAS)",75042MNSYP3802M,32.904,-96.688,1.78
"GORHAM SAND & GRAVEL PIKE INDUSTRIES INC.44 LANCASTER RD (ROUTE 2), GORHAM NEW HAMPSHIRE 03581 (COOS)",03581GRHMS44LAN,44.398,-71.202,1.7
"BRANSCOME-HAMPTON.1922 W PEMBROKE AVE, HAMPTON VIRGINIA 23661 (HAMPTON (CITY))",23661BRNSC1922W,37.01,-76.389,1.673847
"BRANSCOME-LEE HALL.9393 MERRIMAC TRAIL, WILLIAMSBURG VIRGINIA 23185 (JAMES CITY)",23185BRNSC9393M,37.214,-76.599,1.570658
"BECKMANN ASPHALT PLANTS NO 4 & 5.18495 NW MILITARY HWY, SAN ANTONIO TEXAS 78257 (BEXAR)",7825WBCKMN18495,29.606,-98.418,1.5316
"PREFERRED MATERIALS INC-TAMPA ASPHALT PLANT.6701 E HANNA AVE, TAMPA FLORIDA 33610 (HILLSBOROUGH)",33610PCFLR6701E,28.003,-82.377,1.5239
"GAF.1500 S PONCA ST, BALTIMORE MARYLAND 21224 (BALTIMORE (CITY))",21224BLDNG1500P,39.275,-76.554,1.47
"SIPLAST.1111 HWY 67 S, ARKADELPHIA ARKANSAS 71923 (CLARK)",71923SPLST1111H,34.106,-93.065,1.34
"FANWOOD CRUSHED STONE.NEW PROVIDENCE RD, WATCHUNG NEW JERSEY 07069 (UNION)",07069FNWDSNEWPR,40.657,-74.404,1.26
"GAF.505 N ROESKE AVE, MICHIGAN CITY INDIANA 46360 (LAPORTE)",46360BLDNG505NR,41.713,-86.865,1.21
"SEWARD PLANT.11729 HIGHWAY 29, LIBERTY HILL TEXAS 78642 (WILLIAMSON)",7864WSWRDP11729,30.647,-97.883,1.201
"THE LANE CONSTRUCTION CORP.2 PRESTLEY ROAD, BRIDGEVILLE PENNSYLVANIA 15017 (ALLEGHENY)",1501WTHLNC2PRES,40.374,-80.114,1.2
"AGGREGATE INDUSTRIES NORTHEAST REGION INC.1831 BROADWAY, SAUGUS MASSACHUSETTS 01906 (ESSEX)",01906GGRGT1831B,42.448,-71.03,1.1964
"NORWOOD MIX PLANT.7971 STATE HIGHWAY 56, NORWOOD NEW YORK 13668 (ST LAWRENCE)",1366WNRWDM7971S,44.783,-74.988,1.190928
"BUILDING MATERIALS MANUFACTURING CORP.11800 INDUSTRY AVE, FONTANA CALIFORNIA 92337 (SAN BERNARDINO)",92337BLDNG11800,34.036,-117.522,1.1435
"SHARPS ASPHALT.13585 PUPPY CREEK RD, SPRINGDALE ARKANSAS 72762 (BENTON)",7276WSHRPS13585,36.228,-94.18,1.1393
"LITCHFIELD MIX PLANT.363 RASBACH ROAD, CLAYVILLE NEW YORK 13322 (HERKIMER)",1349WLTCHF363RA,42.98,-75.193,1.119103
"PIKE INDUSTRIES INC FARMINGTON.383 FARMINGTON RD, FARMINGTON NEW HAMPSHIRE 03835 (STRAFFORD)",03835PKNDS383FA,43.407,-71.02,1.1
"BRANSCOME INC-NORFOLK WESTMINSTER.3425 WESTMINSTER AVE, NORFOLK VIRGINIA 23504 (NORFOLK (CITY))",23504BRNSC3425W,36.843,-76.243,1.078036
"LEBANON CRUSHED STONE PIKE INDUSTRIES INC.335 PLAINFIELD RD, WEST LEBANON NEW HAMPSHIRE 03784 (GRAFTON)",03784LBNNC335PL,43.618,-72.327,1
"CRAFCO INC-ALLENTOWN.1680 E RACE ST, ALLENTOWN PENNSYLVANIA 18109 (LEHIGH)",18103CRFCN1680E,40.66,-75.441,1
"VP RACING FUELS.16 BROOKHILL DR, NEWARK DELAWARE 19702 (NEW CASTLE)",19714VPRCN16BRO,39.648,-75.729,1
"ALLIED CORP PLANT 76.2214 WEST THIRD STREET, CLEVELAND OHIO 44113 (CUYAHOGA)",4413WLLDCR2214W,41.487,-81.685,0.958183
"STAKER & PARSON COS POINT EAST.120620 N 10560 W, DRAPER UTAH 84020 (SALT LAKE)",84043STKRP1262N,40.45,-111.91,0.882
"PREFERRED MATERIALS INC-KISSIMMEE ASPHALT PLANT.733 E DUNCAN AVE, KISSIMMEE FLORIDA 34744 (OSCEOLA)",34744PCKSS733ED,28.321,-81.397,0.8690004
"SUIT-KOTE MEADVILLE.10965 MCHENRY STREET, MEADVILLE PENNSYLVANIA 16335 (CRAWFORD)",1633WSTKTM1965M,41.617,-80.156,0.831794
"TRICOR REFINING LLC.1134 MANOR ST, BAKERSFIELD CALIFORNIA 93308 (KERN)",93308WTCCRCORNE,35.419,-119.011,0.820286
"CORTLAND ASPHALT PRODUCTS.1911 LORING CROSSING RD, CORTLAND NEW YORK 13045 (CORTLAND)",13045CRTLN1911L,42.625,-76.151,0.7992044
"HIGH SIERRA TERMINALING LLC.1200 SE 20TH ST, FORT LAUDERDALE FLORIDA 33316 (BROWARD)",33316KCHMT1200S,26.097,-80.132,0.773
"ICON AUBURN.R ST SE & ORVALEZ RD, AUBURN WASHINGTON 98002 (KING)",98002CNBRNRSTSE,47.271,-122.193,0.7563672
"LAS VEGAS PAVING CORP.9325 S JONES BLVD, LAS VEGAS NEVADA 89139 (CLARK)",89119LSVGS9325S,36.017,-115.226,0.74
"KNIFE RIVER CORP-SOUTH BRYAN ASPHALT PLANT.6300 SH 21, BRYAN TEXAS 77807 (BRAZOS)",77807KNFRV63SH2,30.653,-96.433,0.73
"PIKE INDUSTRIES INC - POLAND.164 SPRINGWATER ROAD, POLAND MAINE 04274 (ANDROSCOGGIN)",0427WPKNDS164SP,44.023,-70.352,0.7
"BKEP MATERIALS LLC -- NEWPORT NEWS VA.801 TERMINAL AVE, NEWPORT NEWS VIRGINIA 23607 (NEWPORT NEWS (CITY))",23607KCHPT801TE,36.97,-76.417,0.7
"WESTERN STATES ASPHALT.4511 SOUTH INDUSTRIAL ROAD, CHEYENNE WYOMING 82007 (LARAMIE)",8200WMNTNS4511S,41.124,-104.756,0.68
"COFFEE LAKE CONCRETE.12000 TONQUIN RD, SHERWOOD OREGON 97140 (WASHINGTON)",97140CFFLK12TNQ,45.348,-122.799,0.653
"HENRY CO.1277 BOYLES STREET, HOUSTON TEXAS 77020 (HARRIS)",7702WHNRYC1277B,29.766,-95.299,0.65
"KNIFE RIVER CORP - SOUTH WACO ASPHALT PLANT.3423 MARLIN HWY 6, WACO TEXAS 76703 (MCLENNAN)",76703KNFRV3423M,31.548,-97.073,0.62
"ASPHALT INC HAROLD GREEN.11824 HAROLD GREEN DR, AUSTIN TEXAS 78725 (TRAVIS)",7872WSPHLT11824,30.232,-97.625,0.62
"REEVES CONSTRUCTION COMPANY-VIENNA HMAF.441 RICHWOOD DRIVE, VIENNA GEORGIA 31092 (DOOLY)",3109WRVSCN441RI,32.059,-83.788,0.605769
"LAS VEGAS PAVING CORP.EASTGATE RD & CAPE HORN DR, HENDERSON NEVADA 89015 (CLARK)",89015LSVGSEASTG,36.06,-115.02,0.6
"COLD RIVER MATERIALS.1 SCALE LN, WALPOLE NEW HAMPSHIRE 03608 (CHESHIRE)",03608CLDRVBREWE,43.13,-72.416,0.6
"WACO HOT MIX PLANT.701 S LOOP 340, WACO TEXAS 76706 (MCLENNAN)",7670WWCHTM71SLP,31.528,-97.083,0.599
"MDU RESOURCES REDMOND CONCRETE.1248 NE GREENWOOD AVE, REDMOND OREGON 97756 (DESCHUTES)",97756RDMND1248N,44.281,-121.156,0.572
"RTI HOT MIX FLORENCE QUARRY ASPHALT PLANT.1725 COUNTY ROAD 239, GEORGETOWN TEXAS 78633 (WILLIAMSON)",7863WRTHTM1725C,30.769,-97.706,0.57
"MISSION VALLEY ROCK.7999 ATHENOUR WAY, SUNOL CALIFORNIA 94586 (ALAMEDA)",9458WSNLXX7999A,.,.,0.554
"MDU RESOURCES CENTRAL POINT CONCRETE.3959 HAMRICK RD, CENTRAL POINT OREGON 97502 (JACKSON)",97502LTMMD3959H,42.375,-122.893,0.532
"POE ASPHALT PAVING INC.5991 STATE RD 270, PULLMAN WASHINGTON 99163 (WHITMAN)",99163PSPHL5991S,46.728,-117.114,0.508
"PIKE INDUSTRIES INC - PORTSMOUTH.650 PEVERLY ROAD, PORTSMOUTH NEW HAMPSHIRE 03801 (ROCKINGHAM)",0380WPKNDS65PEV,43.048,-70.777,0.5
"PIKE INDUSTRIES INC.177 LYONS ROAD, SIDNEY MAINE 04330 (KENNEBEC)",0433WBLRCK177LY,44.453,-69.719,0.5
"THE LANE CONSTRUCTION CORP.1000 SHEROSKY WAY, SPRINGDALE PENNSYLVANIA 15144 (ALLEGHENY)",1514WTHLNC1SHER,40.539,-79.774,0.5
"ALL AMERICAN ASPHALT.10600 JEFFERY RD, IRVINE CALIFORNIA 92602 (ORANGE)",92602LLMRC16JEF,33.733,-117.724,0.5
"KNIFE RIVER CASPER.1461 BRYAN STOCK TRL, CASPER WYOMING 82601 (NATRONA)",82601KNFRV1461B,42.867,-106.297,0.486
